category,rank,asin,bestseller_title,bestseller_url,captured_at,audit_reason,marketplace_listing_id,marketplace_category,marketplace_cpk,marketplace_cpk_identity_category,marketplace_title
motherboard,37,B0G4MDGG4Z,"2pcs Motherboard USB 2.0 to Dual 9 Pin Extension Cable, Y-Shaped Braided USB 9 Pin Header Splitter PC Cable for Internal Comp",https://www.amazon.co.uk/Motherboard-Extension-Y-Shaped-Splitter-Internal/dp/B0G4MDGG4Z/ref=zg_bs_g_430512031_d_sccl_37/524-3698123-6031407,2026-09-25 11:37:31.845503,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,37,B0G4MDGG4Z,"2pcs Motherboard USB 2.0 to Dual 9 Pin Extension Cable, Y-Shaped Braided USB 9 Pin Header Splitter PC Cable for Internal Comp",https://www.amazon.co.uk/Motherboard-Extension-Y-Shaped-Splitter-Internal/dp/B0G4MDGG4Z/ref=zg_bs_g_430512031_d_sccl_37/525-2893768-2677554,2026-09-25 12:56:34.369423,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,43,B0FHQL887B,ADMI CPU/Motherboard Bundle – AMD Ryzen 5 5500 + MSI A520M PRO-A (No RAM) – Pre-Assembled & Tested,https://www.amazon.co.uk/ADMI-Motherboard-Bundle-PRO-Pre-Assembled/dp/B0FHQL887B/ref=zg_bs_g_430512031_d_sccl_43/524-3698123-6031407,2026-09-25 11:37:31.845507,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,43,B0FHQL887B,ADMI CPU/Motherboard Bundle – AMD Ryzen 5 5500 + MSI A520M PRO-A (No RAM) – Pre-Assembled & Tested,https://www.amazon.co.uk/ADMI-Motherboard-Bundle-PRO-Pre-Assembled/dp/B0FHQL887B/ref=zg_bs_g_430512031_d_sccl_43/525-2893768-2677554,2026-09-25 12:56:34.369428,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,45,B0FG354VCN,"ESP32-S3 7inch Touch LCD Development Board, 1024×600 65K Color IPS Display, 32-bit LX7 Dual-core Processor, up to 240MHz Freq",https://www.amazon.co.uk/Development-Dual-core-Processor-Frequency-Adjustable/dp/B0FG354VCN/ref=zg_bs_g_430512031_d_sccl_45/524-3698123-6031407,2026-09-25 11:37:31.845509,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,45,B0FG354VCN,"ESP32-S3 7inch Touch LCD Development Board, 1024×600 65K Color IPS Display, 32-bit LX7 Dual-core Processor, up to 240MHz Freq",https://www.amazon.co.uk/Development-Dual-core-Processor-Frequency-Adjustable/dp/B0FG354VCN/ref=zg_bs_g_430512031_d_sccl_45/525-2893768-2677554,2026-09-25 12:56:34.369430,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,49,B0D86FQH3N,Rasp-Pi Micro 40-pin Socket GPIO Terminal Block Breakout Board Module Binghe Mini Terminal Expansion Card Raspberry Pi Expans,https://www.amazon.co.uk/Rasp-Pi-Micro-Binghe-Expansion-Raspberry/dp/B0D86FQH3N/ref=zg_bs_g_430512031_d_sccl_49/524-3698123-6031407,2026-09-25 11:37:31.845512,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,49,B0D86FQH3N,Rasp-Pi Micro 40-pin Socket GPIO Terminal Block Breakout Board Module Binghe Mini Terminal Expansion Card Raspberry Pi Expans,https://www.amazon.co.uk/Rasp-Pi-Micro-Binghe-Expansion-Raspberry/dp/B0D86FQH3N/ref=zg_bs_g_430512031_d_sccl_49/525-2893768-2677554,2026-09-25 12:56:34.369433,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,51,B0CT31PH8S,"Waveshare Slamtec RPLIDAR C1 Laser Ranging Sensor, 360° Omnidirectional Lidar, Millimeter-Level High Definition, Anti-Interfe",https://www.amazon.co.uk/Waveshare-Omnidirectional-Millimeter-Level-Anti-Interference-Anti-Adhesion/dp/B0CT31PH8S/ref=zg_bs_g_430512031_d_sccl_1/524-3698123-6031407,2026-09-25 11:37:31.845513,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,51,B0CT31PH8S,"Waveshare Slamtec RPLIDAR C1 Laser Ranging Sensor, 360° Omnidirectional Lidar, Millimeter-Level High Definition, Anti-Interfe",https://www.amazon.co.uk/Waveshare-Omnidirectional-Millimeter-Level-Anti-Interference-Anti-Adhesion/dp/B0CT31PH8S/ref=zg_bs_g_430512031_d_sccl_1/525-2893768-2677554,2026-09-25 12:56:34.369434,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,55,B0778M8RTQ,"Ryzen 5 5500 3.6Ghz (Turbo 4.2Ghz) Six Core Twelve Thread CPU, TUF Gaming A520M-PLUS II Motherboard & 16GB 3000Mhz DDR4 RAM P",https://www.amazon.co.uk/TUF-Gaming-A520M-PLUS-II-Motherboard/dp/B0778M8RTQ/ref=zg_bs_g_430512031_d_sccl_5/524-3698123-6031407,2026-09-25 11:37:31.845516,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,55,B0778M8RTQ,"Ryzen 5 5500 3.6Ghz (Turbo 4.2Ghz) Six Core Twelve Thread CPU, TUF Gaming A520M-PLUS II Motherboard & 16GB 3000Mhz DDR4 RAM P",https://www.amazon.co.uk/TUF-Gaming-A520M-PLUS-II-Motherboard/dp/B0778M8RTQ/ref=zg_bs_g_430512031_d_sccl_5/525-2893768-2677554,2026-09-25 12:56:34.369437,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,57,B0DFCKDW95,25KG Servo Motor Binghe 25KG Digital Servo Motor RC Servo ServoMotor Metal Gears with 25T Dual Lock Metal Servo RC Servo 180°,https://www.amazon.co.uk/Binghe-ServoMotor-Helicopter-Airplane-Compatible/dp/B0DFCKDW95/ref=zg_bs_g_430512031_d_sccl_7/524-3698123-6031407,2026-09-25 11:37:31.845518,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,57,B0DFCKDW95,25KG Servo Motor Binghe 25KG Digital Servo Motor RC Servo ServoMotor Metal Gears with 25T Dual Lock Metal Servo RC Servo 180°,https://www.amazon.co.uk/Binghe-ServoMotor-Helicopter-Airplane-Compatible/dp/B0DFCKDW95/ref=zg_bs_g_430512031_d_sccl_7/525-2893768-2677554,2026-09-25 12:56:34.369439,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,58,B0GL6H39LJ,"GL.iNet GL-ATX, works with Comet series KVM, Remote PC Power Control Board | Power on PCs remotely, crash recovery, OS indepe",https://www.amazon.co.uk/GL-iNet-GL-ATX-works-Remote-Control/dp/B0GL6H39LJ/ref=zg_bs_g_430512031_d_sccl_8/524-3698123-6031407,2026-09-25 11:37:31.845518,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,58,B0GL6H39LJ,"GL.iNet GL-ATX, works with Comet series KVM, Remote PC Power Control Board | Power on PCs remotely, crash recovery, OS indepe",https://www.amazon.co.uk/GL-iNet-GL-ATX-works-Remote-Control/dp/B0GL6H39LJ/ref=zg_bs_g_430512031_d_sccl_8/525-2893768-2677554,2026-09-25 12:56:34.369439,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,59,B0B4DF96RF,zalati Buzzer Beeper Computer Motherboard Desktop PC Generic BIOS Interanal Loudspeaker,https://www.amazon.co.uk/zalati-Computer-Motherboard-Interanal-Loudspeaker/dp/B0B4DF96RF/ref=zg_bs_g_430512031_d_sccl_9/524-3698123-6031407,2026-09-25 11:37:31.845519,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,59,B0B4DF96RF,zalati Buzzer Beeper Computer Motherboard Desktop PC Generic BIOS Interanal Loudspeaker,https://www.amazon.co.uk/zalati-Computer-Motherboard-Interanal-Loudspeaker/dp/B0B4DF96RF/ref=zg_bs_g_430512031_d_sccl_9/525-2893768-2677554,2026-09-25 12:56:34.369440,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,61,B08WZFLCBW,Multibao USB 3.0 Motherboard Male Header 20 pin to 9 pin Female USB 2.0 Cable Adapter,https://www.amazon.co.uk/Multibao-Motherboard-Header-Female-Adapter/dp/B08WZFLCBW/ref=zg_bs_g_430512031_d_sccl_11/524-3698123-6031407,2026-09-25 11:37:31.845520,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,61,B08WZFLCBW,Multibao USB 3.0 Motherboard Male Header 20 pin to 9 pin Female USB 2.0 Cable Adapter,https://www.amazon.co.uk/Multibao-Motherboard-Header-Female-Adapter/dp/B08WZFLCBW/ref=zg_bs_g_430512031_d_sccl_11/525-2893768-2677554,2026-09-25 12:56:34.369442,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,63,B0C5XJV83K,Sipeed Tang Nano 20K GW2AR-18 QN88 FPGA Development Board with 64Mbits SDRAM 828K Block SRAM Linux RISCV Single Board Compute,https://www.amazon.co.uk/GW2AR-18-Development-64Mbits-Computer-Console-GW2A-LV18QN88C8I7/dp/B0C5XJV83K/ref=zg_bs_g_430512031_d_sccl_13/524-3698123-6031407,2026-09-25 11:37:31.845522,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,63,B0C5XJV83K,Sipeed Tang Nano 20K GW2AR-18 QN88 FPGA Development Board with 64Mbits SDRAM 828K Block SRAM Linux RISCV Single Board Compute,https://www.amazon.co.uk/GW2AR-18-Development-64Mbits-Computer-Console-GW2A-LV18QN88C8I7/dp/B0C5XJV83K/ref=zg_bs_g_430512031_d_sccl_13/525-2893768-2677554,2026-09-25 12:56:34.369443,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,65,B0DK7JG668,"GIGABYTE Z890 GAMING X WIFI7 Motherboard - Supports Intel Core Ultra (Series 2) CPUs, 16+1+2 phases VRM, up to 8800MHz DDR5 (",https://www.amazon.co.uk/GIGABYTE-Z890-GAMING-WIFI7-Motherboard/dp/B0DK7JG668/ref=zg_bs_g_430512031_d_sccl_15/524-3698123-6031407,2026-09-25 11:37:31.845523,Existing CPK identity category conflicts with bestseller category,B0DK7JG668,ram,32cf9a82b961ab98,ram,"GIGABYTE Z890 GAMING X WIFI7 Motherboard - Supports Intel Core Ultra (Series 2) CPUs, 16+1+2 phases VRM, up to 8800MHz DDR5 (OC), 1xPCIe 5.0 + 3xPCIe 4.0, Wi-Fi 7, 2.5GbE LAN, Thunderbolt 4"
motherboard,65,B0DK7JG668,"GIGABYTE Z890 GAMING X WIFI7 Motherboard - Supports Intel Core Ultra (Series 2) CPUs, 16+1+2 phases VRM, up to 8800MHz DDR5 (",https://www.amazon.co.uk/GIGABYTE-Z890-GAMING-WIFI7-Motherboard/dp/B0DK7JG668/ref=zg_bs_g_430512031_d_sccl_15/525-2893768-2677554,2026-09-25 12:56:34.369445,Existing CPK identity category conflicts with bestseller category,B0DK7JG668,ram,32cf9a82b961ab98,ram,"GIGABYTE Z890 GAMING X WIFI7 Motherboard - Supports Intel Core Ultra (Series 2) CPUs, 16+1+2 phases VRM, up to 8800MHz DDR5 (OC), 1xPCIe 5.0 + 3xPCIe 4.0, Wi-Fi 7, 2.5GbE LAN, Thunderbolt 4"
motherboard,66,B0DKJD4NVF,"Waveshare ESP32-S3 ETH Development Board, 10/100Mbps RJ45 Ethernet Port, Wi-Fi & BT Support, 240MHz Dual Core Processor, Onbo",https://www.amazon.co.uk/Waveshare-ESP32-S3-Development-Ethernet-Processor/dp/B0DKJD4NVF/ref=zg_bs_g_430512031_d_sccl_16/524-3698123-6031407,2026-09-25 11:37:31.845524,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,66,B0DKJD4NVF,"Waveshare ESP32-S3 ETH Development Board, 10/100Mbps RJ45 Ethernet Port, Wi-Fi & BT Support, 240MHz Dual Core Processor, Onbo",https://www.amazon.co.uk/Waveshare-ESP32-S3-Development-Ethernet-Processor/dp/B0DKJD4NVF/ref=zg_bs_g_430512031_d_sccl_16/525-2893768-2677554,2026-09-25 12:56:34.369445,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,67,B0GWYSQJ58,"Waveshare Portable Handheld Linux Terminal with 3.5inch Touch Display, 640 × 480, Optical Bonding, Compatible with Pi 4B/5 Po",https://www.amazon.co.uk/Waveshare-Compatible-Development-Debugging-PocketTerm35/dp/B0GWYSQJ58/ref=zg_bs_g_430512031_d_sccl_17/524-3698123-6031407,2026-09-25 11:37:31.845525,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,67,B0GWYSQJ58,"Waveshare Portable Handheld Linux Terminal with 3.5inch Touch Display, 640 × 480, Optical Bonding, Compatible with Pi 4B/5 Po",https://www.amazon.co.uk/Waveshare-Compatible-Development-Debugging-PocketTerm35/dp/B0GWYSQJ58/ref=zg_bs_g_430512031_d_sccl_17/525-2893768-2677554,2026-09-25 12:56:34.369446,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,68,B0F82XK3JC,"Waveshare SX1262 LoRa Node Module For Raspberry Pi Pico Support LoRaWAN Protocol EU868 Band Support Meshtastic Project, witho",https://www.amazon.co.uk/Waveshare-Raspberry-Support-Protocol-Meshtastic/dp/B0F82XK3JC/ref=zg_bs_g_430512031_d_sccl_18/524-3698123-6031407,2026-09-25 11:37:31.845526,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,68,B0F82XK3JC,"Waveshare SX1262 LoRa Node Module For Raspberry Pi Pico Support LoRaWAN Protocol EU868 Band Support Meshtastic Project, witho",https://www.amazon.co.uk/Waveshare-Raspberry-Support-Protocol-Meshtastic/dp/B0F82XK3JC/ref=zg_bs_g_430512031_d_sccl_18/525-2893768-2677554,2026-09-25 12:56:34.369447,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,69,B0CWR6BXT7,AOICRIE 2PCS ESP32 Breakout Board GPIO 1 into 2 Compatible with 30 Pins ESP32S ESP32 Development Board 2.4 GHz Dual Core WLAN,https://www.amazon.co.uk/AOICRIE-Compatible-Development-Microcontroller-ESP-WROOM-32/dp/B0CWR6BXT7/ref=zg_bs_g_430512031_d_sccl_19/524-3698123-6031407,2026-09-25 11:37:31.845526,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,69,B0CWR6BXT7,AOICRIE 2PCS ESP32 Breakout Board GPIO 1 into 2 Compatible with 30 Pins ESP32S ESP32 Development Board 2.4 GHz Dual Core WLAN,https://www.amazon.co.uk/AOICRIE-Compatible-Development-Microcontroller-ESP-WROOM-32/dp/B0CWR6BXT7/ref=zg_bs_g_430512031_d_sccl_19/525-2893768-2677554,2026-09-25 12:56:34.369448,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,70,B0BX8Q2MJP,LILYGO T-Display-S3 ESP32-S3 1.9 inch ST7789 LCD Display TTGO Development Board,https://www.amazon.co.uk/LILYGO-T-Display-S3-ESP32-S3-Display-Development/dp/B0BX8Q2MJP/ref=zg_bs_g_430512031_d_sccl_20/524-3698123-6031407,2026-09-25 11:37:31.845527,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,70,B0BX8Q2MJP,LILYGO T-Display-S3 ESP32-S3 1.9 inch ST7789 LCD Display TTGO Development Board,https://www.amazon.co.uk/LILYGO-T-Display-S3-ESP32-S3-Display-Development/dp/B0BX8Q2MJP/ref=zg_bs_g_430512031_d_sccl_20/525-2893768-2677554,2026-09-25 12:56:34.369448,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,71,B0CGLRHDRD,"Waveshare USB To UART/I2C/SPI/JTAG Converter Compatible with Linux (Raspberry Pi), Win7/8/8.1/10/11, 3.3V and 5V Multiple Pro",https://www.amazon.co.uk/Waveshare-USB-UART-I2C-JTAG/dp/B0CGLRHDRD/ref=zg_bs_g_430512031_d_sccl_21/524-3698123-6031407,2026-09-25 11:37:31.845528,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,71,B0CGLRHDRD,"Waveshare USB To UART/I2C/SPI/JTAG Converter Compatible with Linux (Raspberry Pi), Win7/8/8.1/10/11, 3.3V and 5V Multiple Pro",https://www.amazon.co.uk/Waveshare-USB-UART-I2C-JTAG/dp/B0CGLRHDRD/ref=zg_bs_g_430512031_d_sccl_21/525-2893768-2677554,2026-09-25 12:56:34.369449,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,72,B0D3GD458Z,"Waveshare 2-Channel Isolated CAN Bus Expansion HAT+ For Raspberry Pi Motherboards, Support 7-36V Wide Input Voltage, Dual Chi",https://www.amazon.co.uk/Waveshare-2-Channel-Expansion-Raspberry-Motherboards/dp/B0D3GD458Z/ref=zg_bs_g_430512031_d_sccl_22/524-3698123-6031407,2026-09-25 11:37:31.845528,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,72,B0D3GD458Z,"Waveshare 2-Channel Isolated CAN Bus Expansion HAT+ For Raspberry Pi Motherboards, Support 7-36V Wide Input Voltage, Dual Chi",https://www.amazon.co.uk/Waveshare-2-Channel-Expansion-Raspberry-Motherboards/dp/B0D3GD458Z/ref=zg_bs_g_430512031_d_sccl_22/525-2893768-2677554,2026-09-25 12:56:34.369450,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,73,B0CXHPP7DM,ESP32 Touchscreen 2.8 Inch TFT LCD Display ILI9341 Resistive Touch Module 240 x 320 ESP32-2432S028R Bluetooth WiFi Dual Core,https://www.amazon.co.uk/Touchscreen-ESP-WROOM-32-Resistive-ESP32-2432S028R-Development/dp/B0CXHPP7DM/ref=zg_bs_g_430512031_d_sccl_23/524-3698123-6031407,2026-09-25 11:37:31.845529,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,73,B0CXHPP7DM,ESP32 Touchscreen 2.8 Inch TFT LCD Display ILI9341 Resistive Touch Module 240 x 320 ESP32-2432S028R Bluetooth WiFi Dual Core,https://www.amazon.co.uk/Touchscreen-ESP-WROOM-32-Resistive-ESP32-2432S028R-Development/dp/B0CXHPP7DM/ref=zg_bs_g_430512031_d_sccl_23/525-2893768-2677554,2026-09-25 12:56:34.369451,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,74,B0CNXR8D51,For TPM 2.0 Module Strong Encryption 14 Pin LPC Interface Ecurity Board for Motherboard Compatibility with Green LPC TPM Tech,https://www.amazon.co.uk/Encryption-Motherboard-Compatibility-Technology-Protection/dp/B0CNXR8D51/ref=zg_bs_g_430512031_d_sccl_24/524-3698123-6031407,2026-09-25 11:37:31.845530,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,74,B0CNXR8D51,For TPM 2.0 Module Strong Encryption 14 Pin LPC Interface Ecurity Board for Motherboard Compatibility with Green LPC TPM Tech,https://www.amazon.co.uk/Encryption-Motherboard-Compatibility-Technology-Protection/dp/B0CNXR8D51/ref=zg_bs_g_430512031_d_sccl_24/525-2893768-2677554,2026-09-25 12:56:34.369451,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,75,B0D86Q5DBL,"Nano Expansion Board Binghe 3pcs Nano Shield, Nano Bracket, Nano IO Shield V1.O Simple Expansion Board with Screw Terminal Co",https://www.amazon.co.uk/Nano-Binghe-Shield-IO-Compatible/dp/B0D86Q5DBL/ref=zg_bs_g_430512031_d_sccl_25/524-3698123-6031407,2026-09-25 11:37:31.845531,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,75,B0D86Q5DBL,"Nano Expansion Board Binghe 3pcs Nano Shield, Nano Bracket, Nano IO Shield V1.O Simple Expansion Board with Screw Terminal Co",https://www.amazon.co.uk/Nano-Binghe-Shield-IO-Compatible/dp/B0D86Q5DBL/ref=zg_bs_g_430512031_d_sccl_25/525-2893768-2677554,2026-09-25 12:56:34.369452,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,76,B0FKBLR2KF,"diymore 2 Set ESP32-S3 DevKitC-1 N16R8 Module, with Expansion Board for ESP32 S3 1-N16R8 Development Board with WiFi, Bluetoo",https://www.amazon.co.uk/diymore-DevKitC-1-Expansion-Development-Connectable-2PCS-ESP32-S3-Board/dp/B0FKBLR2KF/ref=zg_bs_g_430512031_d_sccl_26/524-3698123-6031407,2026-09-25 11:37:31.845531,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,76,B0FKBLR2KF,"diymore 2 Set ESP32-S3 DevKitC-1 N16R8 Module, with Expansion Board for ESP32 S3 1-N16R8 Development Board with WiFi, Bluetoo",https://www.amazon.co.uk/diymore-DevKitC-1-Expansion-Development-Connectable-2PCS-ESP32-S3-Board/dp/B0FKBLR2KF/ref=zg_bs_g_430512031_d_sccl_26/525-2893768-2677554,2026-09-25 12:56:34.369453,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,78,B0BHZ8H6LM,"KEYESTUDIO ESP32 WROOM Development Board, Support WiFi and Bluetooth, Compatible with Arduino",https://www.amazon.co.uk/KEYESTUDIO-Development-Support-Bluetooth-Compatible/dp/B0BHZ8H6LM/ref=zg_bs_g_430512031_d_sccl_28/524-3698123-6031407,2026-09-25 11:37:31.845533,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,78,B0BHZ8H6LM,"KEYESTUDIO ESP32 WROOM Development Board, Support WiFi and Bluetooth, Compatible with Arduino",https://www.amazon.co.uk/KEYESTUDIO-Development-Support-Bluetooth-Compatible/dp/B0BHZ8H6LM/ref=zg_bs_g_430512031_d_sccl_28/525-2893768-2677554,2026-09-25 12:56:34.369454,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,79,B0BCKCYPPM,"DAOKAI 21Pcs Heatsink Kit Aluminum + Copper Cooler Cooling Set Protect The Motherboard, for Raspberry Pi 4, Raspberry Pi 3 B+",https://www.amazon.co.uk/DAOKAI-Heatsink-Motherboard-Raspberry-Conductive/dp/B0BCKCYPPM/ref=zg_bs_g_430512031_d_sccl_29/524-3698123-6031407,2026-09-25 11:37:31.845534,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,79,B0BCKCYPPM,"DAOKAI 21Pcs Heatsink Kit Aluminum + Copper Cooler Cooling Set Protect The Motherboard, for Raspberry Pi 4, Raspberry Pi 3 B+",https://www.amazon.co.uk/DAOKAI-Heatsink-Motherboard-Raspberry-Conductive/dp/B0BCKCYPPM/ref=zg_bs_g_430512031_d_sccl_29/525-2893768-2677554,2026-09-25 12:56:34.369455,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,81,B08DQB2GDN,Asustek computer PRIME A520M-K,https://www.amazon.co.uk/Asustek-computer-90MB1500-M0EAY0-PRIME-A520M-K/dp/B08DQB2GDN/ref=zg_bs_g_430512031_d_sccl_81/524-3698123-6031407,2026-09-25 11:37:31.845535,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,81,B08DQB2GDN,Asustek computer PRIME A520M-K,https://www.amazon.co.uk/Asustek-computer-90MB1500-M0EAY0-PRIME-A520M-K/dp/B08DQB2GDN/ref=zg_bs_g_430512031_d_sccl_81/525-2893768-2677554,2026-09-25 12:56:34.369456,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,82,B0CT8JTMJM,"Waveshare Human Micro-Motion Detection MmWave Sensor, 24GHz MmWave Radar, Based On SXKMXXX0, Adopts Frequency Modulated Conti",https://www.amazon.co.uk/Waveshare-Micro-Motion-Continuous-Technology-Integration/dp/B0CT8JTMJM/ref=zg_bs_g_430512031_d_sccl_82/524-3698123-6031407,2026-09-25 11:37:31.845536,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,82,B0CT8JTMJM,"Waveshare Human Micro-Motion Detection MmWave Sensor, 24GHz MmWave Radar, Based On SXKMXXX0, Adopts Frequency Modulated Conti",https://www.amazon.co.uk/Waveshare-Micro-Motion-Continuous-Technology-Integration/dp/B0CT8JTMJM/ref=zg_bs_g_430512031_d_sccl_82/525-2893768-2677554,2026-09-25 12:56:34.369457,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,83,B0FX4YQTG9,"V2 Bitcoin Miner, 1060 KH/s Miner V2 Intelligent Display with ESP32 and Table Clock Bitcoin Miner BTC Solo Lottery Bitcoin Cr",https://www.amazon.co.uk/Nerdminer-Bitcoin-Intelligent-Display-Compatible/dp/B0FX4YQTG9/ref=zg_bs_g_430512031_d_sccl_83/524-3698123-6031407,2026-09-25 11:37:31.845537,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,83,B0FX4YQTG9,"V2 Bitcoin Miner, 1060 KH/s Miner V2 Intelligent Display with ESP32 and Table Clock Bitcoin Miner BTC Solo Lottery Bitcoin Cr",https://www.amazon.co.uk/Nerdminer-Bitcoin-Intelligent-Display-Compatible/dp/B0FX4YQTG9/ref=zg_bs_g_430512031_d_sccl_83/525-2893768-2677554,2026-09-25 12:56:34.369458,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,85,B0DHCQ1MPZ,"ASUS ROG Strix B850-I Gaming WiFi AMD AM5 B850 Mini-ITX mITX motherboard 10+2+1 phase, DDR5, 2.5G LAN, WiFi 7, 2X M.2, PCIe®",https://www.amazon.co.uk/ASUS-ROG-B850-I-Motherboard-Overclocking/dp/B0DHCQ1MPZ/ref=zg_bs_g_430512031_d_sccl_85/524-3698123-6031407,2026-09-25 11:37:31.845538,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,85,B0DHCQ1MPZ,"ASUS ROG Strix B850-I Gaming WiFi AMD AM5 B850 Mini-ITX mITX motherboard 10+2+1 phase, DDR5, 2.5G LAN, WiFi 7, 2X M.2, PCIe®",https://www.amazon.co.uk/ASUS-ROG-B850-I-Motherboard-Overclocking/dp/B0DHCQ1MPZ/ref=zg_bs_g_430512031_d_sccl_85/525-2893768-2677554,2026-09-25 12:56:34.369459,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,86,B0D7LTD6RM,"Colexy Motherboard USB 2.0 9pin Header 1 to 2 Extension Hub Splitter Adapter, 2 PCS USB 2.0 9 Pin Splitter, USB Cable Splitte",https://www.amazon.co.uk/Splitter-Motherboard-Extension-Computer-Accessories/dp/B0D7LTD6RM/ref=zg_bs_g_430512031_d_sccl_86/524-3698123-6031407,2026-09-25 11:37:31.845539,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,86,B0D7LTD6RM,"Colexy Motherboard USB 2.0 9pin Header 1 to 2 Extension Hub Splitter Adapter, 2 PCS USB 2.0 9 Pin Splitter, USB Cable Splitte",https://www.amazon.co.uk/Splitter-Motherboard-Extension-Computer-Accessories/dp/B0D7LTD6RM/ref=zg_bs_g_430512031_d_sccl_86/525-2893768-2677554,2026-09-25 12:56:34.369460,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,87,B0FFSTQLTL,"LUCKFOX Lyra Zero W Micro Linux Development Board - RK3506B Chip, Triple-Core ARM Cortex-A7 & M0, WiFi 6, BT5.2",https://www.amazon.co.uk/LUCKFOX-Micro-Linux-Development-Board/dp/B0FFSTQLTL/ref=zg_bs_g_430512031_d_sccl_87/524-3698123-6031407,2026-09-25 11:37:31.845540,No exact ASIN listing found in current Amazon marketplace scores,,,,,
motherboard,87,B0FFSTQLTL,"LUCKFOX Lyra Zero W Micro Linux Development Board - RK3506B Chip, Triple-Core ARM Cortex-A7 & M0, WiFi 6, BT5.2",https://www.amazon.co.uk/LUCKFOX-Micro-Linux-Development-Board/dp/B0FFSTQLTL/ref=zg_bs_g_430512031_d_sccl_87/525-2893768-2677554,2026-09-25 12:56:34.369461,No exact ASIN listing found in current Amazon marketplace scores,,,,,
