category,rank,asin,title,cpk,price,rrp,rating,review_count,sales_velocity,url,captured_at
motherboard,37,B0G4MDGG4Z,"2pcs Motherboard USB 2.0 to Dual 9 Pin Extension Cable, Y-Shaped Braided USB 9 Pin Header Splitter PC Cable for Internal Comp",,2.94,,3.8,7,,https://www.amazon.co.uk/Motherboard-Extension-Y-Shaped-Splitter-Internal/dp/B0G4MDGG4Z/ref=zg_bs_g_430512031_d_sccl_37/522-1500010-1872250,2026-09-25T16:01:05.369185
motherboard,38,B0DG9WTMKK,ASRock AMD X870 Pro RS AM5 DDR5 PCIe 5.0 ATX Motherboard,a3595384272f6cda,167.99,,4.2,200,,https://www.amazon.co.uk/ASRock-X870-RS-DDR5-Motherboard/dp/B0DG9WTMKK/ref=zg_bs_g_430512031_d_sccl_38/522-1500010-1872250,2026-09-25T16:01:05.369187
motherboard,39,B0BVKYWPFT,"Asus TUF GAMING B760-PLUS WIFI, Intel B760, 1700, ATX, 4 DDR5, HDMI, DP, Wi-Fi 6, 2.5G LAN, PCIe5, 3x M.2, RGB",,102.49,,4.4,341,,https://www.amazon.co.uk/ASUS-GAMING-B760-PLUS-WIFI-B760/dp/B0BVKYWPFT/ref=zg_bs_g_430512031_d_sccl_39/522-1500010-1872250,2026-09-25T16:01:05.369188
motherboard,40,B09KB8GGN1,"ASUS ProArt X870E-Creator WiFi AMD AM5 ATX Content Creator Motherboard | PCIe® 5.0 x16, 16+2+2 power stages, DDR5, dual USB4®",831c868dfb9d8c28,499.0,,4.2,210,,https://www.amazon.co.uk/ASUS-X870E-CREATOR-motherboard-support-next-gen/dp/B09KB8GGN1/ref=zg_bs_g_430512031_d_sccl_40/522-1500010-1872250,2026-09-25T16:01:05.369189
motherboard,41,B0CSPFLY9N,"Asus TUF GAMING B650-E WIFI, AMD B650, AM5, ATX, 4 DDR5, HDMI, DP, Wi-Fi 6E, 2.5G LAN, PCIe4, 3x M.2",,139.0,,4.5,458,,https://www.amazon.co.uk/Asus-GAMING-B650-Wi-Fi-PCIe4/dp/B0CSPFLY9N/ref=zg_bs_g_430512031_d_sccl_41/522-1500010-1872250,2026-09-25T16:01:05.369190
motherboard,42,B0G2BN7W7S,"MSI PRO A620AM-B EVO Motherboard, Micro-ATX - Supports AMD Ryzen 9000/8000 / 7000 Processors, AM5 - DDR5 Memory Boost (6800+",c2bcd463594be3d2,69.95,,4.8,7,,https://www.amazon.co.uk/MSI-PRO-A620AM-B-Motherboard-Micro-ATX/dp/B0G2BN7W7S/ref=zg_bs_g_430512031_d_sccl_42/522-1500010-1872250,2026-09-25T16:01:05.369191
motherboard,43,B0FHQL887B,ADMI CPU/Motherboard Bundle – AMD Ryzen 5 5500 + MSI A520M PRO-A (No RAM) – Pre-Assembled & Tested,,139.95,,4.7,7,,https://www.amazon.co.uk/ADMI-Motherboard-Bundle-PRO-Pre-Assembled/dp/B0FHQL887B/ref=zg_bs_g_430512031_d_sccl_43/522-1500010-1872250,2026-09-25T16:01:05.369192
motherboard,44,B0DJDF92JW,"ASUS Intel ROG Strix Z890-A Gaming WiFi ATX motherboard, 16+1+2+2 power stages, DDR5 slots, PCIe 5.0 w/ full support for next",8ea3ea164e4a9939,229.9,,4.4,60,,https://www.amazon.co.uk/ASUS-motherboard-next-gen-Overclocking-Networking/dp/B0DJDF92JW/ref=zg_bs_g_430512031_d_sccl_44/522-1500010-1872250,2026-09-25T16:01:05.369202
motherboard,45,B0FG354VCN,"ESP32-S3 7inch Touch LCD Development Board, 1024×600 65K Color IPS Display, 32-bit LX7 Dual-core Processor, up to 240MHz Freq",,45.11,,3.8,16,,https://www.amazon.co.uk/Development-Dual-core-Processor-Frequency-Adjustable/dp/B0FG354VCN/ref=zg_bs_g_430512031_d_sccl_45/522-1500010-1872250,2026-09-25T16:01:05.369203
motherboard,46,B08HHMCCXV,"MSI A520M-A PRO Motherboard mATX - AMD Ryzen 3000, AM4, DDR4, PCIe3, M.2",a0d83c7683c89a81,49.99,,4.6,1341,,https://www.amazon.co.uk/MSI-7C96-001R-CARTES-MERES-A520M-A/dp/B08HHMCCXV/ref=zg_bs_g_430512031_d_sccl_46/522-1500010-1872250,2026-09-25T16:01:05.369204
motherboard,47,B0DLWVQVT6,MSI X870 GAMING PLUS WIFI Motherboard (Socket AM5/X870/DDR5/S-ATA 6Gb/s/ATX),af40a9551b22733d,189.99,,4.6,230,,https://www.amazon.co.uk/MSI-X870-GAMING-PLUS-Motherboard/dp/B0DLWVQVT6/ref=zg_bs_g_430512031_d_sccl_47/522-1500010-1872250,2026-09-25T16:01:05.369205
motherboard,48,B0F1Z5QHDL,"Asus B850 MAX GAMING WIFI W, AMD B850, AM5, ATX, 4 DDR5, HDMI, DP, Wi-Fi 6E, 2.5G LAN, 3x M.2, White",,139.0,,4.5,43,,https://www.amazon.co.uk/Asus-B850-GAMING-Wi-Fi-White/dp/B0F1Z5QHDL/ref=zg_bs_g_430512031_d_sccl_48/522-1500010-1872250,2026-09-25T16:01:05.369206
motherboard,49,B0D86FQH3N,Rasp-Pi Micro 40-pin Socket GPIO Terminal Block Breakout Board Module Binghe Mini Terminal Expansion Card Raspberry Pi Expans,,12.99,,4.6,31,,https://www.amazon.co.uk/Rasp-Pi-Micro-Binghe-Expansion-Raspberry/dp/B0D86FQH3N/ref=zg_bs_g_430512031_d_sccl_49/522-1500010-1872250,2026-09-25T16:01:05.369207
motherboard,50,B083R82CNX,GIGABYTE A520M K V2 MicroATX Motherboard [with AMD A520 Chipset] MB6136,5be0af4306296077,43.97,,4.3,143,,https://www.amazon.co.uk/GIGABYTE-A520M-MicroATX-Motherboard-Chipset/dp/B083R82CNX/ref=zg_bs_g_430512031_d_sccl_50/522-1500010-1872250,2026-09-25T16:01:05.369208
motherboard,51,B0CT31PH8S,"Waveshare Slamtec RPLIDAR C1 Laser Ranging Sensor, 360° Omnidirectional Lidar, Millimeter-Level High Definition, Anti-Interfe",,90.99,,4.8,6,,https://www.amazon.co.uk/Waveshare-Omnidirectional-Millimeter-Level-Anti-Interference-Anti-Adhesion/dp/B0CT31PH8S/ref=zg_bs_g_430512031_d_sccl_1/522-1500010-1872250,2026-09-25T16:01:05.369210
motherboard,52,B09H6MTXWL,DollaTek 10Pcs PC Motherboard Internal Piezo Speaker BIOS Alarm Buzzer for Computer Case DIY,37828b75f2c43782,3.99,,4.4,278,,https://www.amazon.co.uk/DollaTek-Motherboard-Internal-Speaker-Computer/dp/B09H6MTXWL/ref=zg_bs_g_430512031_d_sccl_2/522-1500010-1872250,2026-09-25T16:01:05.369211
motherboard,53,B096Y3Z7GG,"MSI B850 GAMING PRO WIFI6E Motherboard, ATX - Supports AMD Ryzen 9000/8000 / 7000 Processors, AM5 - DDR5 Memory Boost 8200+ M",a29369e482a86676,149.99,,3.0,2,,https://www.amazon.co.uk/MSI-B850-GAMING-WIFI6E-Motherboard/dp/B096Y3Z7GG/ref=zg_bs_g_430512031_d_sccl_3/522-1500010-1872250,2026-09-25T16:01:05.369212
motherboard,54,B0BPMFVXDG,"Gigabyte B760 DS3H DDR4 Motherboard - Supports Intel Core 14th CPUs, 18+2+1 Phases Digital VRM, up to 5333MHz DDR4 (OC), 2xPC",785a71275961eaee,96.97,,4.2,30,,https://www.amazon.co.uk/GBT-Intel-1700-B760M-DDR4/dp/B0BPMFVXDG/ref=zg_bs_g_430512031_d_sccl_4/522-1500010-1872250,2026-09-25T16:01:05.369213
motherboard,55,B0778M8RTQ,"Ryzen 5 5500 3.6Ghz (Turbo 4.2Ghz) Six Core Twelve Thread CPU, TUF Gaming A520M-PLUS II Motherboard & 16GB 3000Mhz DDR4 RAM P",,259.99,,4.4,4,,https://www.amazon.co.uk/TUF-Gaming-A520M-PLUS-II-Motherboard/dp/B0778M8RTQ/ref=zg_bs_g_430512031_d_sccl_5/522-1500010-1872250,2026-09-25T16:01:05.369214
motherboard,56,B0CC9G49JQ,"MSI PRO H610M-E Motherboard, Micro-ATX - Supports Intel 12th & 13th Gen Core Processors, LGA 1700 - DDR5 Memory Boost 5600MHz",caab063107826d6e,48.11,,4.3,130,,https://www.amazon.co.uk/MSI-PRO-H610M-E-H610-null-Version/dp/B0CC9G49JQ/ref=zg_bs_g_430512031_d_sccl_6/522-1500010-1872250,2026-09-25T16:01:05.369216
motherboard,57,B0DFCKDW95,25KG Servo Motor Binghe 25KG Digital Servo Motor RC Servo ServoMotor Metal Gears with 25T Dual Lock Metal Servo RC Servo 180°,,11.99,,4.3,46,,https://www.amazon.co.uk/Binghe-ServoMotor-Helicopter-Airplane-Compatible/dp/B0DFCKDW95/ref=zg_bs_g_430512031_d_sccl_7/522-1500010-1872250,2026-09-25T16:01:05.369217
motherboard,58,B0GL6H39LJ,"GL.iNet GL-ATX, works with Comet series KVM, Remote PC Power Control Board | Power on PCs remotely, crash recovery, OS indepe",,15.99,,4.5,19,,https://www.amazon.co.uk/GL-iNet-GL-ATX-works-Remote-Control/dp/B0GL6H39LJ/ref=zg_bs_g_430512031_d_sccl_8/522-1500010-1872250,2026-09-25T16:01:05.369218
motherboard,59,B0B4DF96RF,zalati Buzzer Beeper Computer Motherboard Desktop PC Generic BIOS Interanal Loudspeaker,,2.99,,4.2,141,,https://www.amazon.co.uk/zalati-Computer-Motherboard-Interanal-Loudspeaker/dp/B0B4DF96RF/ref=zg_bs_g_430512031_d_sccl_9/522-1500010-1872250,2026-09-25T16:01:05.369219
motherboard,60,B0BHHVLN34,"ASUS TUF GAMING B650M-PLUS WIFI AMD Ryzen AM5 Micro-ATX motherboard, 14 power stages, PCIe 5.0 M.2 support, DDR5 memory, WiFi",dcbcc08b82b0c644,146.99,,4.4,240,,https://www.amazon.co.uk/ASUS-B650M-PLUS-Micro-ATX-motherboard-Ethernet/dp/B0BHHVLN34/ref=zg_bs_g_430512031_d_sccl_10/522-1500010-1872250,2026-09-25T16:01:05.369221
motherboard,61,B08WZFLCBW,Multibao USB 3.0 Motherboard Male Header 20 pin to 9 pin Female USB 2.0 Cable Adapter,,3.98,,4.2,107,,https://www.amazon.co.uk/Multibao-Motherboard-Header-Female-Adapter/dp/B08WZFLCBW/ref=zg_bs_g_430512031_d_sccl_11/522-1500010-1872250,2026-09-25T16:01:05.369222
motherboard,62,B0DRTWM32Q,MB ASRock AMD AM5 B850M Pro RS WiFi,,125.98,,4.0,93,,https://www.amazon.co.uk/ASRock-B850M-Pro-RS-WiFi/dp/B0DRTWM32Q/ref=zg_bs_g_430512031_d_sccl_12/522-1500010-1872250,2026-09-25T16:01:05.369223
motherboard,63,B0C5XJV83K,Sipeed Tang Nano 20K GW2AR-18 QN88 FPGA Development Board with 64Mbits SDRAM 828K Block SRAM Linux RISCV Single Board Compute,,34.99,,4.5,30,,https://www.amazon.co.uk/GW2AR-18-Development-64Mbits-Computer-Console-GW2A-LV18QN88C8I7/dp/B0C5XJV83K/ref=zg_bs_g_430512031_d_sccl_13/522-1500010-1872250,2026-09-25T16:01:05.369224
motherboard,64,B0BSMYVD88,"MSI MPG Z890 EDGE TI WIFI Motherboard, ATX - Supports Intel Core Ultra Processors (Series 2), LGA 1851-90A SPS VRM, DDR5 Memo",2ed417e1e7ac9090,249.99,,4.6,41,,https://www.amazon.co.uk/MSI-MPG-Z890-EDGE-WIFI/dp/B0BSMYVD88/ref=zg_bs_g_430512031_d_sccl_14/522-1500010-1872250,2026-09-25T16:01:05.369225
motherboard,65,B0DK7JG668,"GIGABYTE Z890 GAMING X WIFI7 Motherboard - Supports Intel Core Ultra (Series 2) CPUs, 16+1+2 phases VRM, up to 8800MHz DDR5 (",,202.99,,4.5,19,,https://www.amazon.co.uk/GIGABYTE-Z890-GAMING-WIFI7-Motherboard/dp/B0DK7JG668/ref=zg_bs_g_430512031_d_sccl_15/522-1500010-1872250,2026-09-25T16:01:05.369226
motherboard,66,B0DKJD4NVF,"Waveshare ESP32-S3 ETH Development Board, 10/100Mbps RJ45 Ethernet Port, Wi-Fi & BT Support, 240MHz Dual Core Processor, Onbo",,22.99,,4.6,37,,https://www.amazon.co.uk/Waveshare-ESP32-S3-Development-Ethernet-Processor/dp/B0DKJD4NVF/ref=zg_bs_g_430512031_d_sccl_16/522-1500010-1872250,2026-09-25T16:01:05.369227
motherboard,67,B0GWYSQJ58,"Waveshare Portable Handheld Linux Terminal with 3.5inch Touch Display, 640 × 480, Optical Bonding, Compatible with Pi 4B/5 Po",,103.99,,3.3,3,,https://www.amazon.co.uk/Waveshare-Compatible-Development-Debugging-PocketTerm35/dp/B0GWYSQJ58/ref=zg_bs_g_430512031_d_sccl_17/522-1500010-1872250,2026-09-25T16:01:05.369228
motherboard,68,B0F82XK3JC,"Waveshare SX1262 LoRa Node Module For Raspberry Pi Pico Support LoRaWAN Protocol EU868 Band Support Meshtastic Project, witho",,20.99,,4.6,12,,https://www.amazon.co.uk/Waveshare-Raspberry-Support-Protocol-Meshtastic/dp/B0F82XK3JC/ref=zg_bs_g_430512031_d_sccl_18/522-1500010-1872250,2026-09-25T16:01:05.369230
motherboard,69,B0CWR6BXT7,AOICRIE 2PCS ESP32 Breakout Board GPIO 1 into 2 Compatible with 30 Pins ESP32S ESP32 Development Board 2.4 GHz Dual Core WLAN,,6.99,,5.0,1,,https://www.amazon.co.uk/AOICRIE-Compatible-Development-Microcontroller-ESP-WROOM-32/dp/B0CWR6BXT7/ref=zg_bs_g_430512031_d_sccl_19/522-1500010-1872250,2026-09-25T16:01:05.369231
motherboard,70,B0BX8Q2MJP,LILYGO T-Display-S3 ESP32-S3 1.9 inch ST7789 LCD Display TTGO Development Board,,13.0,,4.3,20,,https://www.amazon.co.uk/LILYGO-T-Display-S3-ESP32-S3-Display-Development/dp/B0BX8Q2MJP/ref=zg_bs_g_430512031_d_sccl_20/522-1500010-1872250,2026-09-25T16:01:05.369232
motherboard,71,B0CGLRHDRD,"Waveshare USB To UART/I2C/SPI/JTAG Converter Compatible with Linux (Raspberry Pi), Win7/8/8.1/10/11, 3.3V and 5V Multiple Pro",,20.99,,4.4,101,,https://www.amazon.co.uk/Waveshare-USB-UART-I2C-JTAG/dp/B0CGLRHDRD/ref=zg_bs_g_430512031_d_sccl_21/522-1500010-1872250,2026-09-25T16:01:05.369233
motherboard,72,B0D3GD458Z,"Waveshare 2-Channel Isolated CAN Bus Expansion HAT+ For Raspberry Pi Motherboards, Support 7-36V Wide Input Voltage, Dual Chi",,30.99,,4.9,23,,https://www.amazon.co.uk/Waveshare-2-Channel-Expansion-Raspberry-Motherboards/dp/B0D3GD458Z/ref=zg_bs_g_430512031_d_sccl_22/522-1500010-1872250,2026-09-25T16:01:05.369234
motherboard,73,B0CXHPP7DM,ESP32 Touchscreen 2.8 Inch TFT LCD Display ILI9341 Resistive Touch Module 240 x 320 ESP32-2432S028R Bluetooth WiFi Dual Core,,19.99,,4.5,72,,https://www.amazon.co.uk/Touchscreen-ESP-WROOM-32-Resistive-ESP32-2432S028R-Development/dp/B0CXHPP7DM/ref=zg_bs_g_430512031_d_sccl_23/522-1500010-1872250,2026-09-25T16:01:05.369235
motherboard,74,B0CNXR8D51,For TPM 2.0 Module Strong Encryption 14 Pin LPC Interface Ecurity Board for Motherboard Compatibility with Green LPC TPM Tech,,8.67,,4.0,36,,https://www.amazon.co.uk/Encryption-Motherboard-Compatibility-Technology-Protection/dp/B0CNXR8D51/ref=zg_bs_g_430512031_d_sccl_24/522-1500010-1872250,2026-09-25T16:01:05.369237
motherboard,75,B0D86Q5DBL,"Nano Expansion Board Binghe 3pcs Nano Shield, Nano Bracket, Nano IO Shield V1.O Simple Expansion Board with Screw Terminal Co",,,,4.8,28,,https://www.amazon.co.uk/Nano-Binghe-Shield-IO-Compatible/dp/B0D86Q5DBL/ref=zg_bs_g_430512031_d_sccl_25/522-1500010-1872250,2026-09-25T16:01:05.369238
motherboard,76,B0FKBLR2KF,"diymore 2 Set ESP32-S3 DevKitC-1 N16R8 Module, with Expansion Board for ESP32 S3 1-N16R8 Development Board with WiFi, Bluetoo",,18.98,,4.1,598,,https://www.amazon.co.uk/diymore-DevKitC-1-Expansion-Development-Connectable-2PCS-ESP32-S3-Board/dp/B0FKBLR2KF/ref=zg_bs_g_430512031_d_sccl_26/522-1500010-1872250,2026-09-25T16:01:05.369239
motherboard,77,B0BHMW8R6S,"ASUS ROG Strix B650-A Gaming WiFi AMD Ryzen AM5 ATX motherboard, 12 + 2 power stages, DDR5, three M.2 slots, PCIe 4.0, 2.5G L",194ae9f756f1aac1,159.99,,4.6,1432,,https://www.amazon.co.uk/ASUS-ROG-LGA1718-Motherboard-Type-C%C2%AE/dp/B0BHMW8R6S/ref=zg_bs_g_430512031_d_sccl_27/522-1500010-1872250,2026-09-25T16:01:05.369240
motherboard,78,B0BHZ8H6LM,"KEYESTUDIO ESP32 WROOM Development Board, Support WiFi and Bluetooth, Compatible with Arduino",,11.0,,4.4,110,,https://www.amazon.co.uk/KEYESTUDIO-Development-Support-Bluetooth-Compatible/dp/B0BHZ8H6LM/ref=zg_bs_g_430512031_d_sccl_28/522-1500010-1872250,2026-09-25T16:01:05.369242
motherboard,79,B0BCKCYPPM,"DAOKAI 21Pcs Heatsink Kit Aluminum + Copper Cooler Cooling Set Protect The Motherboard, for Raspberry Pi 4, Raspberry Pi 3 B+",,8.29,,4.5,25,,https://www.amazon.co.uk/DAOKAI-Heatsink-Motherboard-Raspberry-Conductive/dp/B0BCKCYPPM/ref=zg_bs_g_430512031_d_sccl_29/522-1500010-1872250,2026-09-25T16:01:05.369243
motherboard,80,B0DJDFTS7R,"ASUS Intel PRIME Z890-P WIFI ATX motherboard, 14+1+2+1 (80A) power stages, DDR5 slots, PCIe 5.0 w/ full support for next-gen",a4c52ddb7917c458,204.99,,4.4,59,,https://www.amazon.co.uk/ASUS-motherboard-next-gen-Thunderbolt-Q-Antenna/dp/B0DJDFTS7R/ref=zg_bs_g_430512031_d_sccl_30/522-1500010-1872250,2026-09-25T16:01:05.369244
motherboard,81,B08DQB2GDN,Asustek computer PRIME A520M-K,,49.99,,4.5,712,,https://www.amazon.co.uk/Asustek-computer-90MB1500-M0EAY0-PRIME-A520M-K/dp/B08DQB2GDN/ref=zg_bs_g_430512031_d_sccl_81/522-1500010-1872250,2026-09-25T16:01:05.369245
motherboard,82,B0CT8JTMJM,"Waveshare Human Micro-Motion Detection MmWave Sensor, 24GHz MmWave Radar, Based On SXKMXXX0, Adopts Frequency Modulated Conti",,7.99,,4.3,80,,https://www.amazon.co.uk/Waveshare-Micro-Motion-Continuous-Technology-Integration/dp/B0CT8JTMJM/ref=zg_bs_g_430512031_d_sccl_82/522-1500010-1872250,2026-09-25T16:01:05.369246
motherboard,83,B0FX4YQTG9,"V2 Bitcoin Miner, 1060 KH/s Miner V2 Intelligent Display with ESP32 and Table Clock Bitcoin Miner BTC Solo Lottery Bitcoin Cr",,17.99,,3.2,54,,https://www.amazon.co.uk/Nerdminer-Bitcoin-Intelligent-Display-Compatible/dp/B0FX4YQTG9/ref=zg_bs_g_430512031_d_sccl_83/522-1500010-1872250,2026-09-25T16:01:05.369247
motherboard,84,B09YSCYP56,"ASUS Prime H610M-A WIFI D4 Intel H610 (LGA 1700) mic-ATX motherboard with DDR4, PCIe 4.0, dual M.2 slots, Intel 1 Gb Ethernet",4b5a5f6a64ae4248,69.99,,4.4,61,,https://www.amazon.co.uk/ASUS-mic-ATX-motherboard-Ethernet-DisplayPort/dp/B09YSCYP56/ref=zg_bs_g_430512031_d_sccl_84/522-1500010-1872250,2026-09-25T16:01:05.369248
motherboard,85,B0DHCQ1MPZ,"ASUS ROG Strix B850-I Gaming WiFi AMD AM5 B850 Mini-ITX mITX motherboard 10+2+1 phase, DDR5, 2.5G LAN, WiFi 7, 2X M.2, PCIe®",,246.98,,4.2,191,,https://www.amazon.co.uk/ASUS-ROG-B850-I-Motherboard-Overclocking/dp/B0DHCQ1MPZ/ref=zg_bs_g_430512031_d_sccl_85/522-1500010-1872250,2026-09-25T16:01:05.369249
motherboard,86,B0D7LTD6RM,"Colexy Motherboard USB 2.0 9pin Header 1 to 2 Extension Hub Splitter Adapter, 2 PCS USB 2.0 9 Pin Splitter, USB Cable Splitte",,4.99,,4.7,157,,https://www.amazon.co.uk/Splitter-Motherboard-Extension-Computer-Accessories/dp/B0D7LTD6RM/ref=zg_bs_g_430512031_d_sccl_86/522-1500010-1872250,2026-09-25T16:01:05.369251
motherboard,87,B0FFSTQLTL,"LUCKFOX Lyra Zero W Micro Linux Development Board - RK3506B Chip, Triple-Core ARM Cortex-A7 & M0, WiFi 6, BT5.2",,34.19,,5.0,3,,https://www.amazon.co.uk/LUCKFOX-Micro-Linux-Development-Board/dp/B0FFSTQLTL/ref=zg_bs_g_430512031_d_sccl_87/522-1500010-1872250,2026-09-25T16:01:05.369252
motherboard,88,B0D86CPN5J,Binghe PN532 NFC RFID V3 Module - 2Pcs NXP PN532 NFC Module with S50 White Card Key Card - I2C/SPI/HSU Interface - Compatible,,10.99,,4.7,60,,https://www.amazon.co.uk/Binghe-Interface-Compatible-Arduino-Raspberry/dp/B0D86CPN5J/ref=zg_bs_g_430512031_d_sccl_88/522-1500010-1872250,2026-09-25T16:01:05.369253
motherboard,89,B09P45FMWW,"MSI PRO H610M-G DDR4 Motherboard, Micro-ATX - Supports Intel 12th Gen Core Processors, LGA 1700 - 2 x DIMMs (3200MHz), 1x PCI",0929d3e77cd742c1,59.99,,4.4,387,,https://www.amazon.co.uk/MSI-PRO-H610M-G-DDR4-Motherboard/dp/B09P45FMWW/ref=zg_bs_g_430512031_d_sccl_89/522-1500010-1872250,2026-09-25T16:01:05.369255
motherboard,90,B0DLWGVXCS,"Waveshare ESP32-S3 Wi-Fi Development Board with ESP32-S3-WROOM-1 Series Module, 240MHz Dual Core Processor, 512KB SRAM, 8MB P",,15.35,,5.0,15,,https://www.amazon.co.uk/Waveshare-Development-ESP32-S3-WROOM-1-Processor-Connector/dp/B0DLWGVXCS/ref=zg_bs_g_430512031_d_sccl_90/522-1500010-1872250,2026-09-25T16:01:05.369256
motherboard,91,B0F3JMPF86,"Asus TUF GAMING B850-BTF WIFI W, AMD B850, AM5, ATX, 4 DDR5, HDMI, DP, Wi-Fi 7, 2.5G LAN, 3x M.2 *Requires a BTF Compatible C",,205.99,,4.5,117,,https://www.amazon.co.uk/GAMING-B850-BTF-Requires-Compatible-Chassis/dp/B0F3JMPF86/ref=zg_bs_g_430512031_d_sccl_91/522-1500010-1872250,2026-09-25T16:01:05.369257
motherboard,92,B0CXT1Z2WD,DollaTek ESP32-S3-DevKitC-1 Development Board with ESP32-S3-WROOM-1-N16R8 Module (Soldering) 6M External Flash Expansion 8M P,,8.99,,3.1,6,,https://www.amazon.co.uk/DollaTek-ESP32-S3-DevKitC-1-Development-ESP32-S3-WROOM-1-N16R8-Compatible/dp/B0CXT1Z2WD/ref=zg_bs_g_430512031_d_sccl_92/522-1500010-1872250,2026-09-25T16:01:05.369258
motherboard,93,B0FH4LPLGQ,"GIGABYTE H810M K Motherboard - Intel Core Ultra (Series 2) CPUs, 3+1+2 Phases VRM, up to 6400MHz DDR5, 1xPCIe 4.0 M.2, 1GbE L",bc8dfe1aadf96792,75.99,,3.9,5,,https://www.amazon.co.uk/GIGABYTE-H810M-Motherboard-Phases-6400MHz/dp/B0FH4LPLGQ/ref=zg_bs_g_430512031_d_sccl_93/522-1500010-1872250,2026-09-25T16:01:05.369259
motherboard,94,B01M1KIEYB,MMOBIEL Molybdenum Cutting Wire Gold 0.08mm 100m/329ft Great for LCD front Glass Seperation,,6.49,,3.2,996,,https://www.amazon.co.uk/MMOBIEL-Molybdenum-Professional-LCD-Seperation-Dissection/dp/B01M1KIEYB/ref=zg_bs_g_430512031_d_sccl_94/522-1500010-1872250,2026-09-25T16:01:05.369260
motherboard,95,B0GL6V276Z,"GL.iNet Fingerbot Remote Power Control for Comet series KVM | Remote power control from full shutdown, no on-site access need",,28.99,,4.4,,,https://www.amazon.co.uk/GL-iNet-Fingerbot-Remote-Power-Control/dp/B0GL6V276Z/ref=zg_bs_g_430512031_d_sccl_95/522-1500010-1872250,2026-09-25T16:01:05.369261
motherboard,96,B0GV4GJBS4,"Waveshare ESP32-C6 2.16inch AMOLED Display Touch Screen Development Board, 480 x 480 Resolution, 16.7M Color, Supports Dual M",,35.99,,,,,https://www.amazon.co.uk/Waveshare-ESP32-C6-Development-Resolution-Microphones/dp/B0GV4GJBS4/ref=zg_bs_g_430512031_d_sccl_96/522-1500010-1872250,2026-09-25T16:01:05.369262
motherboard,97,B0DD7BYCG4,"4 in 1 Protective Case Set for Flipper Zero Device and Wi-Fi Dev Board V1 ESP32-S2, Cover Set Accessories for Flipper Zero Wi",,29.99,,4.2,201,,https://www.amazon.co.uk/Protective-Flipper-Device-ESP32-S2-Accessories/dp/B0DD7BYCG4/ref=zg_bs_g_430512031_d_sccl_97/522-1500010-1872250,2026-09-25T16:01:05.369264
motherboard,98,B0DPMRBJVC,"ASUS ROG Strix B860-I Gaming WiFi, Mini-iTX Motherboard, Advanced AI Ready, 10+1+2+1 Power Stages, DDR5, PCIe 5.0, Two M.2 Sl",,,,4.6,48,,https://www.amazon.co.uk/ASUS-Mini-iTX-Motherboard-Advanced-Networking/dp/B0DPMRBJVC/ref=zg_bs_g_430512031_d_sccl_98/522-1500010-1872250,2026-09-25T16:01:05.369265
motherboard,99,B0GQSJR38N,"SHANGZHAOYUAN LGA 1155 Motherboard B75 for Intel 2th/3th Gen i3,i5,i7/Xeon E3 12XX V2 Series CPUs, DDR3, NVME M.2, PCIe X16,",28552962ad1348d2,38.99,,5.0,1,,https://www.amazon.co.uk/SHANGZHAOYUAN-Motherboard-B75-HDMI-Compatible-Mainboard/dp/B0GQSJR38N/ref=zg_bs_g_430512031_d_sccl_99/522-1500010-1872250,2026-09-25T16:01:05.369266
motherboard,100,B0DSQS643T,ASRock B860M Pro RS DDR5 PCIe 5.0 Micro-ATX Motherboard,,117.98,,4.3,6,,https://www.amazon.co.uk/ASRock-B860M-DDR5-Micro-ATX-Motherboard/dp/B0DSQS643T/ref=zg_bs_g_430512031_d_sccl_100/522-1500010-1872250,2026-09-25T16:01:05.369267
psu,1,B09GW3QZLJ,"MSI MAG A650BN Gaming Power Supply Unit: 80 plus bronze, 650 Watt, 12V Single-Rail, DC-to-DC Circuit, 120mm Fan, 5-Year Limit",e7d91eb25bfa4dec,44.99,,4.6,1087,,https://www.amazon.co.uk/MSI-A650BN-Power-Supply-Unit/dp/B09GW3QZLJ/ref=zg_bs_g_430514031_d_sccl_1/522-1500010-1872250,2026-09-25T16:01:23.571894
psu,2,B0DMTL43VR,"CORSAIR RM850e (2025) Fully Modular Low-Noise ATX Power Supply with 12V-2x6 Cable – ATX 3.1 & PCIe 5.1 Compliant, Cybenetics",28f25953bb2f8d28,99.98,,4.7,313,,https://www.amazon.co.uk/CORSAIR-RM850e-Modular-Low-Noise-12V-2x6/dp/B0DMTL43VR/ref=zg_bs_g_430514031_d_sccl_2/522-1500010-1872250,2026-09-25T16:01:23.571897
psu,3,B0D9C16979,CORSAIR RM850x Fully Modular Low-Noise ATX Power Supply – ATX 3.1 Compliant – PCIe 5.1 Support – Cybenetics Gold Efficiency –,e7ab83a5630ffff6,109.96,,4.7,311,,https://www.amazon.co.uk/CORSAIR-RM850x-Modular-Low-Noise-Supply/dp/B0D9C16979/ref=zg_bs_g_430514031_d_sccl_3/522-1500010-1872250,2026-09-25T16:01:23.571898
